id,c_patente_aduanal,fecha_inicio_vigencia,fecha_fin_vigencia
catalogos_patente2728,5428,2001-01-01,
catalogos_patente2729,5429,2001-01-01,
catalogos_patente2730,5430,2002-08-23,
catalogos_patente2731,5431,2001-01-01,
catalogos_patente2732,5432,2001-01-01,
catalogos_patente2733,5433,2002-08-26,
catalogos_patente2734,5434,2002-08-23,
catalogos_patente2735,5435,2001-01-01,
catalogos_patente2736,5436,2001-01-01,
catalogos_patente2737,5437,2001-01-01,
catalogos_patente2738,5438,2001-01-01,
catalogos_patente2739,5439,2002-08-27,
catalogos_patente2740,5440,2001-01-01,
catalogos_patente2741,5441,2001-01-01,
catalogos_patente2742,5443,2001-01-01,
catalogos_patente2743,5444,2001-01-01,
catalogos_patente2744,5445,2001-01-01,
catalogos_patente2745,5446,2001-01-01,
catalogos_patente2746,5447,2001-01-01,
catalogos_patente2747,5448,2002-01-02,
catalogos_patente2748,5449,2002-08-23,
catalogos_patente2749,5450,2001-12-31,
catalogos_patente2750,5451,2001-01-01,
catalogos_patente2751,5452,2002-08-26,
catalogos_patente2752,5453,2001-01-01,
catalogos_patente2753,5454,2002-08-23,
catalogos_patente2754,5455,2001-01-01,
catalogos_patente2755,5456,2001-01-01,
catalogos_patente2756,5457,2002-08-23,
catalogos_patente2757,5458,2001-01-01,
catalogos_patente2758,5459,2002-01-02,
catalogos_patente2759,5460,2002-08-28,
catalogos_patente2760,5461,2001-01-01,
catalogos_patente2761,5462,2001-01-01,
catalogos_patente2762,5463,2002-08-23,
catalogos_patente2763,5464,2002-08-23,
catalogos_patente2764,5465,2002-08-08,
catalogos_patente2765,5466,2001-01-01,
catalogos_patente2766,5467,2001-01-01,
catalogos_patente2767,5468,2001-01-01,
catalogos_patente2768,5469,2002-08-23,
catalogos_patente2769,5471,2001-01-01,
catalogos_patente2770,5472,2001-01-01,
catalogos_patente2771,5473,2001-01-01,
catalogos_patente2772,5474,2001-01-01,
catalogos_patente2773,5475,2001-01-01,
catalogos_patente2774,5477,2002-08-27,
catalogos_patente2775,5478,2002-06-04,
catalogos_patente2776,5479,2002-08-28,
catalogos_patente2777,5480,2002-08-27,
catalogos_patente2778,5481,2002-08-27,
catalogos_patente2779,5482,2002-05-24,
catalogos_patente2780,5483,2002-08-27,
catalogos_patente2781,5484,2002-08-27,
catalogos_patente2782,5485,2002-08-30,
catalogos_patente2783,5486,2002-05-23,
catalogos_patente2784,5487,2008-08-05,
catalogos_patente2785,5488,2002-08-30,
catalogos_patente2786,5489,2002-10-11,
catalogos_patente2787,5490,2002-09-11,
catalogos_patente2788,5491,2002-05-24,
catalogos_patente2789,5492,2002-05-23,
catalogos_patente2790,5493,2002-05-23,
catalogos_patente2791,5494,2002-05-23,
catalogos_patente2792,5495,2002-05-23,
catalogos_patente2793,5496,2002-05-28,
catalogos_patente2794,5497,2002-05-23,
catalogos_patente2795,5498,2002-05-23,
catalogos_patente2796,5499,2002-05-27,
catalogos_patente2797,5500,2002-05-27,
catalogos_patente2798,5501,2002-05-24,
catalogos_patente2799,5502,2002-08-27,
catalogos_patente2800,5503,2002-05-16,
catalogos_patente2801,5504,2002-05-27,
catalogos_patente2802,5505,2003-04-04,
catalogos_patente2803,5506,2002-05-24,
catalogos_patente2804,5507,2002-05-23,
catalogos_patente2805,5508,2002-10-02,
catalogos_patente2806,5509,2003-04-03,
catalogos_patente2807,5510,2002-09-23,
catalogos_patente2808,5512,2002-09-11,
catalogos_patente2809,5513,2003-03-31,
catalogos_patente2810,5514,2003-03-31,
catalogos_patente2811,5515,2003-03-31,
catalogos_patente2812,5516,2003-06-06,
catalogos_patente2813,5517,2003-07-18,
catalogos_patente2814,5518,2003-06-06,
catalogos_patente2815,5519,2003-09-25,
catalogos_patente2816,5520,2003-09-29,
catalogos_patente2817,5521,2003-09-26,
catalogos_patente2818,5522,2003-09-26,
catalogos_patente2819,5523,2003-09-29,
catalogos_patente2820,5524,2003-09-26,
catalogos_patente2821,5525,2003-10-23,
catalogos_patente2822,5526,2004-01-15,
catalogos_patente2823,5527,2004-03-09,
catalogos_patente2824,5528,2004-03-08,
catalogos_patente2825,5529,2004-03-08,
catalogos_patente2826,5530,2004-04-13,
catalogos_patente2827,5531,2004-06-14,
catalogos_patente2828,5532,2004-08-13,
catalogos_patente2829,5533,2004-07-28,
catalogos_patente2830,5534,2005-01-24,
catalogos_patente2831,5535,2005-01-21,
catalogos_patente2832,5536,2005-02-01,
catalogos_patente2833,5537,2005-02-16,
catalogos_patente2834,5538,2005-03-22,
catalogos_patente2835,5539,2005-04-15,
catalogos_patente2836,5540,2005-05-02,
catalogos_patente2837,5541,2005-05-02,
catalogos_patente2838,5542,2005-10-06,
catalogos_patente2839,5543,2006-02-27,
catalogos_patente2840,5544,2006-03-09,
catalogos_patente2841,5545,2006-04-10,
catalogos_patente2842,5546,2006-07-03,
catalogos_patente2843,5547,2006-06-30,
catalogos_patente2844,5548,2006-07-03,
catalogos_patente2845,5549,2006-07-03,
catalogos_patente2846,5550,2006-08-31,
catalogos_patente2847,5551,2006-09-20,
catalogos_patente2848,5552,2006-09-26,
catalogos_patente2849,5553,2006-11-01,
catalogos_patente2850,5554,2006-10-26,
catalogos_patente2851,5555,2006-11-06,
catalogos_patente2852,5556,2007-04-04,
catalogos_patente2853,5557,2006-12-08,
catalogos_patente2854,5558,2006-12-15,
catalogos_patente2855,5559,2007-02-26,
catalogos_patente2856,5560,2007-02-26,
catalogos_patente2857,5561,2007-02-26,
catalogos_patente2858,5562,2007-02-26,
catalogos_patente2859,5563,2007-02-26,
catalogos_patente2860,5564,2007-02-27,
catalogos_patente2861,5565,2007-04-13,
catalogos_patente2862,5566,2007-04-04,
catalogos_patente2863,5567,2007-05-30,
catalogos_patente2864,5568,2007-08-07,
catalogos_patente2865,5569,2007-07-17,
catalogos_patente2866,5570,2007-08-07,
catalogos_patente2867,5571,2007-10-19,
catalogos_patente2868,5572,2007-08-21,
catalogos_patente2869,5573,2007-09-14,
catalogos_patente2870,5574,2007-09-11,
catalogos_patente2871,5575,2007-10-16,
catalogos_patente2872,5576,2007-11-29,
catalogos_patente2873,5577,2007-12-19,
catalogos_patente2874,5578,2008-04-04,
catalogos_patente2875,5579,2008-01-29,
catalogos_patente2876,5580,2008-08-05,
catalogos_patente2877,5581,2008-09-10,
catalogos_patente2878,5582,2008-07-28,
catalogos_patente2879,5583,2008-07-25,
catalogos_patente2880,5584,2008-07-28,
catalogos_patente2881,5585,2013-01-16,
catalogos_patente2882,5586,2008-08-12,
catalogos_patente2883,5587,2008-08-13,
catalogos_patente2884,5588,2008-08-25,
catalogos_patente2885,5589,2008-09-15,
catalogos_patente2886,5590,2008-09-15,
catalogos_patente2887,5591,2008-10-10,
catalogos_patente2888,5592,2008-11-20,
catalogos_patente2889,5593,2009-04-14,
catalogos_patente2890,5594,2009-03-20,
catalogos_patente2891,5595,2009-04-01,
catalogos_patente2892,5596,2009-06-05,
catalogos_patente2893,5597,2009-07-31,
catalogos_patente2894,5598,2009-07-31,
catalogos_patente2895,5599,2009-07-31,
catalogos_patente2896,5600,2009-11-18,
catalogos_patente2897,5601,2010-03-03,
catalogos_patente2898,5602,2010-02-18,
catalogos_patente2899,5603,2010-02-18,
catalogos_patente2900,5604,2010-05-12,
catalogos_patente2901,5605,2010-06-25,
catalogos_patente2902,5606,2012-06-01,
catalogos_patente2903,5607,2010-07-26,
catalogos_patente2904,5608,2012-06-01,
catalogos_patente2905,5609,2010-08-09,
catalogos_patente2906,5610,2010-09-09,
catalogos_patente2907,5611,2012-06-12,
catalogos_patente2908,5612,2010-09-09,
catalogos_patente2909,5613,2011-03-03,
catalogos_patente2910,5614,2011-05-26,
catalogos_patente2911,5615,2011-09-14,
catalogos_patente2912,5616,2011-09-21,
catalogos_patente2913,5617,2013-09-13,
catalogos_patente2914,5618,2011-11-04,
catalogos_patente2915,5619,2011-11-04,
catalogos_patente2916,5620,2012-04-26,
catalogos_patente2917,5621,2012-06-19,
catalogos_patente2918,5622,2012-06-05,
catalogos_patente2919,5623,2012-07-12,
catalogos_patente2920,5624,2012-07-12,
catalogos_patente2921,5625,2012-07-12,
catalogos_patente2922,5626,2012-08-02,
catalogos_patente2923,5627,2012-10-10,
catalogos_patente2924,5628,2013-11-29,
catalogos_patente2925,5629,2012-11-15,
catalogos_patente2926,5630,2012-11-28,
catalogos_patente2927,5631,2012-12-07,
catalogos_patente2928,5632,2013-02-12,
catalogos_patente2929,5633,2013-03-13,
catalogos_patente2930,5634,2013-02-25,
catalogos_patente2931,5635,2013-03-07,
catalogos_patente2932,5636,2013-05-07,
catalogos_patente2933,5637,2013-09-09,
catalogos_patente2934,5638,2013-10-15,
catalogos_patente2935,6001,2002-01-02,
catalogos_patente2936,6002,2002-01-02,
catalogos_patente2937,6003,2002-01-02,
catalogos_patente2938,6004,2002-10-07,
catalogos_patente2939,6005,2002-01-02,
catalogos_patente2940,6007,2002-01-02,
catalogos_patente2941,6008,2002-01-02,
catalogos_patente2942,6009,2002-10-09,
catalogos_patente2943,6010,2002-01-02,
catalogos_patente2944,6011,2002-01-02,
catalogos_patente2945,6012,2002-01-02,
catalogos_patente2946,6013,2002-01-02,
catalogos_patente2947,6014,2002-01-02,
catalogos_patente2948,6015,2002-01-02,
catalogos_patente2949,6016,2002-01-02,
catalogos_patente2950,6017,2002-01-02,
catalogos_patente2951,6018,2002-01-02,
catalogos_patente2952,6019,2002-01-02,
catalogos_patente2953,6020,2002-01-03,
catalogos_patente2954,6021,2002-01-03,
catalogos_patente2955,6022,2002-01-03,
catalogos_patente2956,6023,2002-01-02,
catalogos_patente2957,6024,2002-01-02,
catalogos_patente2958,6025,2002-01-02,
catalogos_patente2959,6026,2002-01-03,
catalogos_patente2960,6027,2002-01-03,
catalogos_patente2961,6028,2002-10-09,
catalogos_patente2962,6029,2002-10-18,
catalogos_patente2963,6030,2002-10-17,
catalogos_patente2964,6031,2002-10-31,
catalogos_patente2965,6032,2002-01-03,
catalogos_patente2966,6033,2002-01-03,
catalogos_patente2967,6034,2002-01-02,
catalogos_patente2968,6035,2002-01-03,
catalogos_patente2969,6036,2002-01-03,
catalogos_patente2970,6037,2002-01-03,
catalogos_patente2971,6038,2002-01-02,
catalogos_patente2972,6040,2002-10-29,
catalogos_patente2973,6041,2002-10-29,
catalogos_patente2974,6042,2002-10-29,
catalogos_patente2975,6043,2002-10-17,
catalogos_patente2976,6044,2002-10-09,
catalogos_patente2977,6045,2002-10-08,
catalogos_patente2978,6046,2002-10-30,
catalogos_patente2979,6047,2003-03-28,
catalogos_patente2980,6048,2003-04-02,
catalogos_patente2981,6049,2003-11-27,
catalogos_patente2982,6050,2003-11-19,
catalogos_patente2983,6051,2003-11-18,
catalogos_patente2984,6052,2004-01-26,
catalogos_patente2985,6053,2004-02-03,
catalogos_patente2986,6054,2004-09-01,
catalogos_patente2987,6055,2004-10-25,
catalogos_patente2988,6056,2004-12-09,
catalogos_patente2989,6057,2005-01-31,
catalogos_patente2990,6058,2005-05-12,
catalogos_patente2991,6059,2005-10-14,
catalogos_patente2992,6060,2006-04-10,
catalogos_patente2993,6061,2006-02-27,
catalogos_patente2994,6062,2006-07-19,
catalogos_patente2995,6063,2007-10-05,
catalogos_patente2996,6064,2007-08-28,
catalogos_patente2997,6065,2009-04-22,
catalogos_patente2998,6066,2008-12-10,
catalogos_patente2999,6067,2010-03-29,
catalogos_patente3000,6068,2010-02-10,
catalogos_patente3001,6069,2011-08-29,
catalogos_patente3002,6070,2012-02-17,
catalogos_patente3003,6071,2013-07-23,
catalogos_patente3004,6072,2014-05-19,
catalogos_patente3005,6073,2014-10-27,
catalogos_patente3006,6074,2016-04-21,
catalogos_patente3007,6075,2016-04-21,
catalogos_patente3008,6076,2016-04-21,
catalogos_patente3009,6077,2016-04-21,
catalogos_patente3010,6078,2016-06-15,
catalogos_patente3011,6079,2016-04-11,
catalogos_patente3012,6080,2016-04-21,
catalogos_patente3013,6081,2016-06-15,
catalogos_patente3014,6082,2016-06-06,
catalogos_patente3015,6083,2016-06-29,
catalogos_patente3016,6084,2016-06-30,
catalogos_patente3017,6085,2016-08-05,
catalogos_patente3018,6086,2016-09-08,
catalogos_patente3019,6087,2016-08-16,
catalogos_patente3020,6088,2016-09-06,
catalogos_patente3021,6089,2016-09-07,
catalogos_patente3022,6090,2016-09-07,
catalogos_patente3023,6091,2016-09-07,
catalogos_patente3024,6092,2016-12-08,
catalogos_patente3025,6093,2017-02-01,
catalogos_patente3026,6094,2017-02-21,
catalogos_patente3027,6095,2017-03-07,
catalogos_patente3028,6096,2017-03-07,
catalogos_patente3029,7001,2006-10-19,
catalogos_patente3030,7002,2006-11-08,
catalogos_patente3031,7003,2007-01-23,
catalogos_patente3032,7004,2007-02-26,
catalogos_patente3033,7005,2008-10-29,
catalogos_patente3034,7006,2007-08-10,
catalogos_patente3035,7007,2007-09-26,
catalogos_patente3036,7008,2008-01-30,
catalogos_patente3037,7009,2008-08-12,
catalogos_patente3038,7010,2008-10-03,
catalogos_patente3039,7011,2008-08-26,
catalogos_patente3040,7012,2008-09-18,
catalogos_patente3041,7013,2008-09-18,
catalogos_patente3042,7014,2009-01-20,
catalogos_patente3043,7015,2008-10-10,
catalogos_patente3044,7016,2009-03-03,
catalogos_patente3045,7017,2009-08-06,
catalogos_patente3046,7018,2010-12-01,
catalogos_patente3047,7019,2009-11-19,
catalogos_patente3048,7020,2009-11-03,
catalogos_patente3049,7021,2009-11-19,
catalogos_patente3050,7022,2010-02-15,
catalogos_patente3051,7023,2010-03-08,
catalogos_patente3052,7024,2010-09-09,
catalogos_patente3053,7025,2010-12-10,
catalogos_patente3054,7026,2011-02-14,
catalogos_patente3055,7027,2011-03-23,
catalogos_patente3056,7028,2011-03-24,
catalogos_patente3057,7029,2011-05-24,
catalogos_patente3058,7030,2011-06-06,
catalogos_patente3059,7031,2011-09-22,
catalogos_patente3060,7032,2011-09-21,
catalogos_patente3061,7033,2012-01-31,
catalogos_patente3062,7034,2012-02-10,
catalogos_patente3063,7035,2012-01-12,
catalogos_patente3064,7036,2012-03-05,
catalogos_patente3065,7037,2012-06-14,
catalogos_patente3066,7038,2012-07-12,
catalogos_patente3067,7039,2012-12-19,
catalogos_patente3068,7041,2013-08-20,
catalogos_patente3069,7042,2013-12-12,
catalogos_patente3070,7043,2013-12-11,
catalogos_patente3071,7044,2014-01-06,
catalogos_patente3072,7602,2008-11-21,
catalogos_patente3073,7603,2009-08-05,
catalogos_patente3074,7604,2010-08-04,
catalogos_patente3075,7605,2011-02-14,
catalogos_patente3076,7606,2012-01-02,
catalogos_patente3077,7607,2012-01-26,
catalogos_patente3078,7608,2014-05-12,
catalogos_patente3079,7609,2016-06-21,
catalogos_patente3080,7610,2017-01-25,
catalogos_patente3081,9001,2002-01-03,
catalogos_patente3082,9002,2002-01-03,
catalogos_patente3083,9003,2002-01-03,
catalogos_patente3084,9004,2002-01-03,
catalogos_patente3085,9005,2002-01-03,
catalogos_patente3086,9006,2002-01-03,
catalogos_patente3087,9007,2002-01-03,
catalogos_patente3088,9008,2002-01-03,
catalogos_patente3089,9009,2002-01-03,
catalogos_patente3090,9010,2002-01-03,
catalogos_patente3091,9011,2002-01-03,
catalogos_patente3092,9012,2002-01-03,
catalogos_patente3093,9013,2002-01-03,
catalogos_patente3094,9014,2002-01-03,
catalogos_patente3095,9015,2002-01-03,
catalogos_patente3096,9016,2002-01-03,
catalogos_patente3097,9017,2002-01-03,
catalogos_patente3098,9018,2002-01-03,
catalogos_patente3099,9019,2002-01-03,
catalogos_patente3100,9020,2002-01-03,
catalogos_patente3101,9021,2002-01-07,
catalogos_patente3102,9022,2002-01-07,
catalogos_patente3103,9023,2002-01-07,
catalogos_patente3104,9024,2002-01-07,
catalogos_patente3105,9025,2002-01-07,
catalogos_patente3106,9026,2002-01-07,
catalogos_patente3107,9027,2002-01-07,
catalogos_patente3108,9028,2002-08-20,
catalogos_patente3109,9029,2002-01-07,
catalogos_patente3110,9030,2002-01-07,
catalogos_patente3111,9031,2002-01-07,
catalogos_patente3112,9033,2002-01-07,
catalogos_patente3113,9034,2002-01-07,
catalogos_patente3114,9035,2002-08-28,
catalogos_patente3115,9037,2002-01-07,
catalogos_patente3116,9038,2002-01-07,
catalogos_patente3117,9039,2002-08-12,
catalogos_patente3118,9040,2002-01-07,
catalogos_patente3119,9041,2002-01-07,
catalogos_patente3120,9042,2002-01-07,
catalogos_patente3121,9043,2002-01-07,
catalogos_patente3122,9044,2002-01-07,
catalogos_patente3123,9045,2002-01-07,
catalogos_patente3124,9046,2002-01-07,
catalogos_patente3125,9047,2002-01-07,
catalogos_patente3126,9048,2002-08-29,
catalogos_patente3127,9049,2002-01-07,
catalogos_patente3128,9050,2002-01-07,
catalogos_patente3129,9051,2002-11-26,
catalogos_patente3130,9052,2003-07-11,
catalogos_patente3131,9053,2008-08-05,
catalogos_patente3132,9054,2012-04-26,
catalogos_patente3133,9055,2017-03-08,
catalogos_patente3134,9999,2011-03-02,
